Score-ScoreOther,ScoreOther-Score,Number of Records,Score (bin),Emotion,Id Of The Other In The Pair,Id,One Of The Pairs And With Hashtag Flag,One Of The Pairs Flag,Query Hashtag,Score Of The Other,Score,Testflag,Tweet Of The Other In The Pair,Tweet
,,1,0.25,joy,,30667,singleton,0,,,0.3,train,,"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel"
,,1,0.25,joy,,30685,singleton,0,,,0.28,train,,@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina
,,1,0.35,joy,,30594,singleton,0,,,0.36,train,,"@CohenDS Yell, 'Bye, garbage!' cheerfully after it."
,,1,0.30,joy,,30638,singleton,0,,,0.327,train,,"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)"
,,1,0.30,joy,,30630,singleton,0,,,0.333,train,,@ColMorrisDavis @rolling_2 @realDonaldTrump @pbump He's jubilant to hear the word that he probably uses in secret heard out loud.
,,1,0.80,joy,,30043,singleton,0,,,0.84,train,,@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.
,,1,0.45,joy,,30420,singleton,0,,,0.48,train,,@Corsair those sparkling looks like a gay vampire 😁
,,1,0.60,joy,,30209,singleton,0,,,0.64,train,,@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot
,,1,0.25,joy,,30678,singleton,0,,,0.292,train,,@crumpledlinen he chirp
,,1,0.75,joy,,30101,singleton,0,,,0.75,train,,@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!
,,1,0.00,joy,,30822,singleton,0,,,0.019,train,,@DamnPatriot You're a POS for rejoicing in someone's death.
,,1,0.35,joy,,30552,singleton,0,,,0.396,train,,@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck
,,1,0.10,joy,,30793,singleton,0,,,0.14,train,,"@david_garrett Quite saddened.....no US dates, no joyous anticipation of attending a DG concert (since 2014). Happy you are keeping busy."
,,1,0.60,joy,,30225,singleton,0,,,0.62,train,,"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*"
,,1,0.10,joy,,30787,singleton,0,,,0.146,train,,@debutemma I dont have to sit here and take this from u spry young children
,,1,0.40,joy,,30521,singleton,0,,,0.417,train,,@delon03 can you at least just walk past her and break out into laughter
,,1,0.35,joy,,30579,singleton,0,,,0.375,train,,@Devilligan It's a beautifully sincere balancing act of grief and hilarity.
,,1,0.45,joy,,30471,singleton,0,,,0.458,train,,@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun
,,1,0.40,joy,,30491,singleton,0,,,0.438,train,,"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism."
,,1,0.50,joy,,30334,singleton,0,,,0.54,train,,@doctorofinfo I was just introducing a little levity to the convo. Yep!
,,1,0.80,joy,,30042,singleton,0,,,0.84,train,,"@DorH84607784 Oh FANTASTIC, I bet it was super exhilarating  🤗😍"
,,1,0.40,joy,,30511,singleton,0,,,0.417,train,,"@doubtcaspar babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily lots💘"
,,1,0.65,joy,,30157,singleton,0,,,0.68,train,,@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGA🙋 Have a joyful day
,,1,0.55,joy,,30274,singleton,0,,,0.58,train,,@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.
,,1,0.30,joy,,30651,singleton,0,,,0.32,train,,"@eachus At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing,"
,,1,0.25,joy,,30719,singleton,0,,,0.25,train,,@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another
,,1,0.35,joy,,30589,singleton,0,,,0.36,train,,"@elena_yip My random guesses for you! A potential Amelie, Kenneth of 30 Rock (but YA instead of TV) &amp; maybe w/ the optimism of Lara Jean?"
,,1,0.10,joy,,30790,singleton,0,,,0.146,train,,@emilyycos the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong
,,1,0.80,joy,,30057,singleton,0,,,0.815,train,,@EmmyMitchell_  hahahaha you're ridiculous!!! But thank you a joyous evening xx
,,1,0.25,joy,,30714,singleton,0,,,0.25,train,,@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔
,,1,0.45,joy,,30447,singleton,0,,,0.468,train,,@ESPNLosAngeles best segment so far by @marcelluswiley @Kdubblive  hilarity
,,1,0.35,joy,,30548,singleton,0,,,0.396,train,,"@EtherealMystic_ - felt like he couldn't control — and here she was, giving so much of herself, selflessly pleasing him. His groans were -"
,,1,0.15,joy,,30783,singleton,0,,,0.154,train,,@faithstrust @TheeCurrentYear imagine being this stupid for trying to chirp because of some racist prick.
,,1,0.30,joy,,30633,singleton,0,,,0.333,train,,@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too
,,1,0.35,joy,,30577,singleton,0,,,0.375,train,,"@finkowska @PigletParker they happen. I expect your thumbs were all over the place in glee, interpreting my double negative."
,,1,0.35,joy,,30571,singleton,0,,,0.375,train,,@finkowska just rejoice if you get paid for it.
,,1,0.25,joy,,30676,singleton,0,,,0.292,train,,@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.
,,1,0.30,joy,,30652,singleton,0,,,0.32,train,,"@flutterpolitely she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first"
,,1,0.35,joy,,30557,singleton,0,,,0.395,train,,@footballmcd agreed. Memphis looks lively also
,,1,0.30,joy,,30643,singleton,0,,,0.32,train,,@FOXTV did you use the warblers set from glee on the @BONESonFOX episode about the acapella college kids?
,,1,0.45,joy,,30446,singleton,0,,,0.473,train,,@FullTimeDEVILS Memphis looking bright. Rojo looking like Rojo.
,,1,0.90,joy,,30003,singleton,0,,,0.938,train,,"@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕"
,,1,0.30,joy,,30619,singleton,0,,,0.34,train,,@gatewaypundit Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!
,,1,0.50,joy,,30337,singleton,0,,,0.54,train,,@globemartyk 'drunken patroons' make this whole situation much more jovial though.
,,1,0.35,joy,,30592,singleton,0,,,0.36,train,,@GNRailUK There's gonna be street parties when you lot leave. Spontaneous rejoicing. Clowns.
,,1,0.15,joy,,30769,singleton,0,,,0.18,train,,@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity.
,,1,0.50,joy,,30374,singleton,0,,,0.519,train,,"@gypsydragoness wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty +"
,,1,0.40,joy,,30512,singleton,0,,,0.417,train,,@Hank_nsno @RonaldKoeman cheering and clapping I assume
,,1,0.20,joy,,30760,singleton,0,,,0.2,train,,@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?
,,1,0.30,joy,,30656,singleton,0,,,0.312,train,,@hoemanda69 wtf is tenacious and jubilant
,,1,0.25,joy,,30689,singleton,0,,,0.28,train,,@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead
,,1,0.65,joy,,30174,singleton,0,,,0.667,train,,"@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --"
,,1,0.10,joy,,30789,singleton,0,,,0.146,train,,@iamglenn35 the forth character? No... not gleeful enough...
,,1,0.35,joy,,30593,singleton,0,,,0.36,train,,@iamnotatwit Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs
,,1,0.85,joy,,30015,singleton,0,,,0.896,train,,@iamTinaDatta love you so much #smile 😊😊
,,1,0.70,joy,,30141,singleton,0,,,0.708,train,,@imDevinLopez happy bday bro! 👌🏻
,,1,0.50,joy,,30335,singleton,0,,,0.54,train,,@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!
,,1,0.40,joy,,30481,singleton,0,,,0.44,train,,"@IndieWire @cinemaeyehonors #WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war"
,,1,0.90,joy,,30009,singleton,0,,,0.917,train,,"@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot"
,,1,0.25,joy,,30697,singleton,0,,,0.271,train,,@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it
,,1,0.20,joy,,30736,singleton,0,,,0.229,train,,@ItWontCostMuch_ 'Bed done... floor will be done last... curtains! A-hah!' She tried to sound all happy and cheery but she really wasn't.--
,,1,0.20,joy,,30731,singleton,0,,,0.231,train,,@iyaycruz lets see chirp
,,1,0.75,joy,,30083,singleton,0,,,0.771,train,,@JackAndJack I'm so lively for listen💗😀
,,1,0.75,joy,,30080,singleton,0,,,0.78,train,,@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts
,,1,0.50,joy,,30322,singleton,0,,,0.547,train,,@jaime_scurr: any team in the world would be totally elated to get to have you on it XD
,,1,0.65,joy,,30152,singleton,0,,,0.688,train,,@JamieNicks_ it makes complete sense and i'm elated to hear this :]
,,1,0.25,joy,,30716,singleton,0,,,0.25,train,,@jellzybean cheer up punkin'
,,1,0.75,joy,,30094,singleton,0,,,0.76,train,,@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.
,,1,0.45,joy,,30412,singleton,0,,,0.48,train,,@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X
,,1,0.65,joy,,30164,singleton,0,,,0.667,train,,@jimadair3 Guitar shop owners everywhere rejoice
,,1,0.35,joy,,30587,singleton,0,,,0.36,train,,"@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s."
,,1,0.30,joy,,30665,singleton,0,,,0.308,train,,@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice
,,1,0.40,joy,,30486,singleton,0,,,0.44,train,,"@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi"
,,1,0.50,joy,,30372,singleton,0,,,0.519,train,,@kevinmenzel annual reminder that i don't care and will cheerfully eat anything so labeled
,,1,0.30,joy,,30639,singleton,0,,,0.327,train,,@KMunie7 @KaranEsch Helluva lot more animated than they were for the actual game &gt;.&lt;
,,1,0.55,joy,,30266,singleton,0,,,0.583,train,,@KWAYNTjoia it's exhilarating
,,1,0.55,joy,,30287,singleton,0,,,0.562,train,,@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it
,,1,0.10,joy,,30799,singleton,0,,,0.125,train,,@LaurenBrierley2 sparkling water = death
,,1,0.50,joy,,30330,singleton,0,,,0.542,train,,@lawson__lynch my kinda girl pleasing the dick right😍😏
,,1,0.25,joy,,30681,singleton,0,,,0.292,train,,@LeBatardShow #heyday Race war 2016
,,1,0.55,joy,,30256,singleton,0,,,0.6,train,,@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!
,,1,0.70,joy,,30129,singleton,0,,,0.72,train,,@LiamJamesVernon love the optimism!! BLUE MOON!
,,1,0.25,joy,,30684,singleton,0,,,0.288,train,,@lilymooregrant u used to chirp me for drinking it u hoe
,,1,0.70,joy,,30135,singleton,0,,,0.708,train,,@LindseySanford @simplymeasured this makes me giggle with glee!
,,1,0.55,joy,,30289,singleton,0,,,0.562,train,,"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -"
,,1,0.45,joy,,30463,singleton,0,,,0.458,train,,@LPDonovan this is why I think his pre prepped debate answers have the potential for hilarity
,,1,0.85,joy,,30019,singleton,0,,,0.877,train,,"@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong."
,,1,0.75,joy,,30088,singleton,0,,,0.771,train,,@madisenrb she's so sweet &amp; playful 😍
,,1,0.30,joy,,30635,singleton,0,,,0.333,train,,"@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road."
,,1,0.70,joy,,30113,singleton,0,,,0.74,train,,@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ❤ 📞👍😊
,,1,0.10,joy,,30810,singleton,0,,,0.1,train,,@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.
,,1,0.65,joy,,30170,singleton,0,,,0.667,train,,"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !"
,,1,0.25,joy,,30669,singleton,0,,,0.3,train,,"@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either."
,,1,0.40,joy,,30516,singleton,0,,,0.417,train,,@melsey6 oh good girl hope she is cheerful
,,1,0.30,joy,,30609,singleton,0,,,0.349,train,,"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -"
,,1,0.60,joy,,30239,singleton,0,,,0.604,train,,@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet
,,1,0.55,joy,,30297,singleton,0,,,0.562,train,,@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated
,,1,0.75,joy,,30081,singleton,0,,,0.78,train,,@morgannbroom yes ❤️❤️ &amp; cheering homecoming game!
,,1,0.80,joy,,30065,singleton,0,,,0.812,train,,"@MrHenvin Thank you, happy birthday to you as well!"
,,1,0.25,joy,,30699,singleton,0,,,0.271,train,,"@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;"
,,1,0.55,joy,,30260,singleton,0,,,0.583,train,,"@my2k aaa Cam animated that, so proud of our boy"
,,1,0.75,joy,,30095,singleton,0,,,0.76,train,,@Myahrissavietta I'm cheery now 😘😉
,,1,0.20,joy,,30730,singleton,0,,,0.231,train,,"@NebulaJoker No, they aren't. Episodes are animated during the week before they air."
,,1,0.45,joy,,30444,singleton,0,,,0.479,train,,"@Nekudere oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao"
